113,20220901,37.56,126.97,1,0,1,0,0,0
image_13,20220901,37.5,127.06,1,1,0,0,0,0
W_L029,20220901,37.57,126.832,1,0,0,1,0,0
IMG_123.JPG,20220901,37.59,127.011,1,0,1,0,0,0
Rubbish111.jpg,20220901,37.62,127.1,1,1,0,0,0,0
IMG_128.JPG,20220901,37.589,127.01,1,1,0,0,0,0
N_R007,20220901,37.589,127.018,1,1,0,0,0,0
150,20220901,37.56,126.97,1,1,0,0,0,0
N_R010,20220901,37.589,127.018,1,1,0,0,0,0
IMG_1137,20220901,37.5283,126.9322,1,1,0,0,0,0
N_R031,20220901,37.589,127.018,1,1,0,0,0,0
65,20220901,37.56,126.97,1,1,0,0,0,0
sample103,20220901,37.6766,126.81642,1,1,0,0,0,0
sample12,20220901,37.21,127.7,1,0,1,0,0,0
Rubbish57.jpg,20220901,37.62,127.08,1,1,0,0,0,0
Rubbish53.jpg,20220901,37.62,127.08,1,1,0,0,0,0
Rubbish42.jpg,20220901,37.62,127.08,1,1,0,0,0,0
N_R049,20220901,37.589,127.018,1,0,1,0,0,0
Sp076,20220901,37.314319,127.089152,1,1,0,0,0,0
Rubbish24.jpg,20220901,37.62,127.08,1,1,0,0,0,0
data1_1,20220901,37.4986464,127.1107636,1,0,1,0,0,0
IMG_1177,20220901,37.27583,127.4672,1,1,0,0,0,0
Papers1.jpg,20220901,37.62,127.09,1,0,0,0,0,1
data24_3,20220901,37.5104952,127.1029875,1,1,0,0,0,0
Glass1.jpg,20220901,37.62,127.09,1,0,0,0,1,0
60,20220901,37.56,126.97,1,1,0,0,0,0
52,20220901,37.44,126.43,2,0,1,0,0,1
sample100,20220901,37.6766,126.81639,1,1,0,0,0,0
44,20220901,37.44,126.43,1,1,0,0,0,0
W_L015,20220901,37.57,126.832,1,1,0,0,0,0
image_30,20220901,37.51,127.07,1,1,0,0,0,0
IMG_096.jpg,20220901,37.59,127.01,1,0,0,0,0,1
137,20220901,37.56,126.97,1,1,0,0,0,0
IMG_054.jpg,20220901,37.59,127.01,1,0,0,1,0,0
IMG_035.jpg,20220901,37.59,127.01,1,1,0,0,0,0
sample79,20220901,37.22,127.6,1,1,0,0,0,0
IMG_1060,20220901,37.5283,126.9322,2,1,1,0,0,0
sample75,20220901,37.22,127.6,1,1,0,0,0,0
IMG_025.jpg,20220901,37.58,127.01,1,1,0,0,0,0
IMG_021.jpg,20220901,37.58,127.01,1,0,0,1,0,0
IMG_019.jpg,20220901,37.58,127.01,1,0,0,0,0,1
18,20220901,37.579064,126.890081,1,1,0,0,0,0
pa14_s.png,20220901,37.59,127.02,1,0,0,0,0,1
W_L009,20220901,37.57,126.832,1,1,0,0,0,0
p27_h.png,20220901,37.0,127.1,1,0,1,0,0,0
64,20220901,37.573064,126.900271,1,0,1,0,0,0
IMG_077.JPG,20220901,37.59,127.012,1,0,0,0,1,0
r33_h.png,20220901,37.0,127.1,1,1,0,0,0,0
IMG_079.JPG,20220901,37.59,127.012,1,0,0,0,1,0
sample40,20220901,37.22,127.6,1,1,0,0,0,0
r6_k.png,20220901,37.0,127.07,1,1,0,0,0,0
W_M021,20220901,37.586,126.818,1,0,1,0,0,0
Rubbish08,20220901,37.59,126.75,1,1,0,0,0,0
142,20220901,37.56,126.97,1,1,0,0,0,0
image_44,20220901,37.51,127.06,1,1,0,0,0,0
W_L004,20220901,37.57,126.832,1,1,0,0,0,0
image_36,20220901,37.51,127.08,1,0,0,1,0,0
IMG_1081,20220901,37.5283,126.9322,1,0,1,0,0,0
29,20220901,37.35,127.1,1,1,0,0,0,0
1665847582689-4.jpg,20220901,37.708921,126.607534,1,1,0,0,0,0
14,20220901,37.43,126.42,1,1,0,0,0,0
pabag9,20220901,35.226727,128.639312,1,0,0,0,0,1
20211408_020,20220901,37.52286,126.94122,1,1,0,0,0,0
sample59,20220901,37.6314,126.92883,1,0,0,0,0,1
IMG_6284,20220901,37.58,127.02,1,0,0,1,0,0
cup4,20220901,35.226626,128.63887,1,0,0,0,0,1
37,20220901,37.56,126.97,1,1,0,0,0,0
sample69,20220901,37.63141,126.92883,1,0,0,0,0,1
20211408_083,20220901,37.58991,127.01718,1,0,1,0,0,0
IMG_7776.jpg,20220901,37.3210245,127.0831956,1,0,1,0,0,0
IMG_298.JPG,20220901,37.57,127.033,1,1,0,0,0,0
IMG_7649.jpg,20220901,37.3218255,127.0800373,1,1,0,0,0,0
IMG_7608.jpg,20220901,37.3141948,127.0853508,1,0,0,0,0,1
sample76,20220901,37.6106,127.0082,1,0,0,0,0,1
IMG_317.JPG,20220901,37.553,127.035,1,0,1,0,0,0
IMG_3043,20220901,37.49300001,126.87,1,0,1,0,0,0
IMG_130,20220901,37.53,126.88,1,0,1,0,0,0
20211408_053,20220901,37.52315,126.94083,1,1,0,0,0,0
IMG_3077,20220901,37.5031,126.87113,1,0,1,0,0,0
20211408_047,20220901,37.52299,126.94106,2,1,0,0,0,1
picture(24),20220901,37.56981389,127.00805,1,0,1,0,0,0
IMG_3103,20220901,37.601,126.8011,1,0,1,0,0,0
18,20220901,37.56,126.97,1,1,0,0,0,0
IMG_055,20220901,37.59,127.01,1,0,0,0,0,1
IMG_3175,20220901,37.58009,126.8320101,1,0,0,1,0,0
IMG_051,20220901,37.59,127.01,1,0,1,0,0,0
IMG_3182,20220901,37.5815,126.8326971,1,0,0,1,0,0
sample93,20220901,37.68,126.8,2,1,0,0,0,1
plcup2,20220901,35.226954,128.639147,1,0,1,0,0,0
sample55,20220901,37.611,127.008,1,0,1,0,0,0
SP29,20220901,37.589,127.02,1,1,0,0,0,0
IMG_190.JPG,20220901,37.571,127.034,1,0,0,0,0,1
sample03,20220901,37.63156,126.92845,1,1,0,0,0,0
9,20220901,37.43,126.42,1,1,0,0,0,0
IMAGE 97,20220901,37.589327,127.010505,1,1,0,0,0,0
IMAGE 89,20220901,37.589996,127.01127,1,1,0,0,0,0
IMAGE 68,20220901,37.571084,126.978515,1,1,0,0,0,0
IMG_203.JPG,20220901,37.57,127.032,2,1,1,0,0,0
IMG_1417.jpg,20220901,37.5385241,127.2233255,1,0,0,0,0,1
IMAGE 41,20220901,37.590139,127.01693,1,0,0,0,0,1
IMG_211.JPG,20220901,37.57,127.032,2,1,1,0,0,0
IMAGE 24,20220901,37.588278,127.008948,1,0,1,0,0,0
IMG_216.JPG,20220901,37.57,127.032,2,1,1,0,0,0
sample31,20220901,37.63347,126.92278,1,0,0,0,0,1
Sp029,20220901,37.323377,127.104179,1,1,0,0,0,0
20221011_130031(0).jpg,20220901,37.55,126.9,1,1,0,0,0,0
20221011_130110(0).jpg,20220901,37.55,126.9,1,1,0,0,0,0
H18,20220901,37.53083333,126.9330556,2,1,1,0,0,0
H16,20220901,37.53083333,126.9305556,1,1,0,0,0,0
20221011_130235.jpg,20220901,37.55,126.9,1,1,0,0,0,0
sample42,20220901,37.63352,126.92268,1,0,0,0,0,1
IMG_245.JPG,20220901,37.57,127.031,1,1,0,0,0,0
SP80,20220901,36.59,128.648,2,1,1,0,0,0
SP77,20220901,36.59,128.648,2,1,1,0,0,0
20221011_130456(0).jpg,20220901,37.55,126.9,2,1,1,0,0,0
SP67,20220901,36.59,128.648,3,1,1,1,0,0
SP45,20220901,35.89,128.607,3,1,1,0,0,1
SP36,20220901,37.589,127.02,2,1,1,0,0,0
220919-3-성북천-일반.jpg,20220901,37.59,127.02,1,1,0,0,0,0
IMG_PA1,20220901,37.59,127.02,1,0,0,0,0,1
IMG_024,20220901,37.59,127.01,1,0,1,0,0,0
IMG_78.jpg,20220901,37.59,127.02,1,1,0,0,0,0
sp76,20220901,37.59,127.01,1,1,0,0,0,0
